pl_name,host_star,pl_ltr,sys_stars,sys_planets,sys_moons,disc_method,disc_year,disc_location,disc_facility,orb_period,pl_radius_e,pl_mass_e,pl_density,pl_insol,pl_temp_k,st_type,st_temp_k,st_radius_s,st_mass_s,st_bright,st_gravity,st_age,st_density,ga_lat,ga_long,distance,habit_code,P_HABZONE,P_TYPE_TEMP,P_TYPE
Kepler-192 b,Kepler-192,b,1,3,0,Transit,2014,Space,Kepler,9.926746000000001,2.74,7.95,2.12,105.3,803.0,,5479.0,1.01,0.94,-0.094,4.43,0.5,1.49679,15.714120000000001,76.53878,651.674,0.0,0.0,Hot,Neptunian
Kepler-192 c,Kepler-192,c,1,3,0,Transit,2014,Space,Kepler,21.2234,2.79,8.2,2.07,38.22,623.0,,5479.0,1.01,0.94,-0.094,4.43,0.5,0.29429,15.714120000000001,76.53878,651.674,0.0,0.0,Hot,Neptunian
Kepler-192 d,Kepler-192,d,1,3,0,Transit,2016,Space,Kepler,6.47027579,1.02,1.04,5.39,186.08,926.0,,5487.0,0.94,0.94,-0.094,4.46,6.76,1.6048,15.714120000000001,76.53878,651.674,0.0,0.0,,Terran
Kepler-193 b,Kepler-193,b,1,2,0,Transit,2014,Space,Kepler,11.38848,2.39,6.3,2.54,117.3,979.0,,6335.0,1.15,1.14,0.1,4.4,0.3,2.112,10.77346,80.09006,1009.1,0.0,0.0,Hot,Superterran
Kepler-193 c,Kepler-193,c,1,2,0,Transit,2014,Space,Kepler,50.697494,2.75,8.0,2.11,16.03,595.0,,6335.0,1.15,1.14,0.1,4.4,0.3,2.1866,10.77346,80.09006,1009.1,0.0,0.0,Hot,Neptunian
Kepler-194 b,Kepler-194,b,1,3,0,Transit,2014,Space,Kepler,2.0922810000000003,1.51,2.89,4.61,953.17,1648.0,,6089.0,1.02,1.09,0.043,4.42,2.5,1.19508,14.09796,79.85373,1097.97,0.0,0.0,Hot,Superterran
Kepler-194 c,Kepler-194,c,1,3,0,Transit,2014,Space,Kepler,17.308032,2.59,7.22,2.28,56.95,815.0,,6089.0,1.02,1.09,0.043,4.42,2.5,1.16924,14.09796,79.85373,1097.97,0.0,0.0,Hot,Neptunian
Kepler-194 d,Kepler-194,d,1,3,0,Transit,2014,Space,Kepler,52.814972999999995,2.4,6.35,2.52,12.86,562.0,,6089.0,1.02,1.09,0.043,4.42,2.5,1.2103899999999999,14.09796,79.85373,1097.97,0.0,0.0,Hot,Superterran
Kepler-195 b,Kepler-195,b,1,2,0,Transit,2014,Space,Kepler,8.307872,2.03,4.78,3.14,74.15,751.0,,5329.0,0.78,0.84,-0.36700000000000005,4.6,0.7,2.41247,16.50147,78.87422,652.0509999999999,0.0,0.0,Hot,Superterran
Kepler-195 c,Kepler-195,c,1,2,0,Transit,2014,Space,Kepler,34.096863,1.55,3.02,4.46,11.28,469.0,,5329.0,0.78,0.84,-0.36700000000000005,4.6,0.7,4.09059,16.50147,78.87422,652.0509999999999,0.0,0.0,Hot,Superterran
Kepler-196 b,Kepler-196,b,1,2,0,Transit,2014,Space,Kepler,20.739886,1.9,4.27,3.42,20.73,536.0,,5128.0,0.78,0.85,-0.39299999999999996,4.57,3.98,6.58628,16.33607,72.31504,451.31199999999995,0.0,0.0,Hot,Superterran
Kepler-196 c,Kepler-196,c,1,2,0,Transit,2014,Space,Kepler,47.427737,2.24,5.65,2.76,6.88,407.0,,5128.0,0.78,0.85,-0.39299999999999996,4.57,3.98,3.11234,16.33607,72.31504,451.31199999999995,0.0,0.0,Hot,Superterran
Kepler-197 b,Kepler-197,b,2,4,0,Transit,2014,Space,Kepler,5.599308000000001,1.02,1.04,5.39,431.26,1142.0,,6004.0,1.12,0.86,0.222,4.3,5.37,0.9219,13.359210000000001,83.30391,330.575,0.0,0.0,Hot,Terran
Kepler-197 c,Kepler-197,c,2,4,0,Transit,2014,Space,Kepler,10.349695,1.23,5.3,15.7,189.97,930.0,,6004.0,1.12,0.86,0.222,4.3,5.37,1.09836,13.359210000000001,83.30391,330.575,0.0,0.0,Hot,Terran
Kepler-197 d,Kepler-197,d,2,4,0,Transit,2014,Space,Kepler,15.677563000000001,1.22,1.98,5.99,109.09,810.0,,6004.0,1.12,0.86,0.222,4.3,5.37,0.93309,13.359210000000001,83.30391,330.575,0.0,0.0,Hot,Terran
Kepler-197 e,Kepler-197,e,2,4,0,Transit,2014,Space,Kepler,25.209715,0.91,0.693,5.05,57.94,691.0,,6004.0,1.12,0.86,0.222,4.3,5.37,0.8710399999999999,13.359210000000001,83.30391,330.575,0.0,0.0,Hot,Terran
Kepler-198 b,Kepler-198,b,1,3,0,Transit,2014,Space,Kepler,17.790036999999998,2.82,8.35,2.05,44.55,655.0,,5574.0,0.94,0.97,-0.109,4.47,3.72,1.84772,10.98804,70.95868,495.358,0.0,0.0,Hot,Neptunian
Kepler-198 c,Kepler-198,c,1,3,0,Transit,2014,Space,Kepler,49.567415999999994,2.47,6.66,2.43,11.35,465.0,,5574.0,0.94,0.97,-0.109,4.47,3.72,1.12085,10.98804,70.95868,495.358,0.0,0.0,Hot,Superterran
Kepler-198 d,Kepler-198,d,1,3,0,Transit,2016,Space,Kepler,1.31184443,1.53,2.96,4.54,1444.52,1562.0,,5636.0,0.93,0.97,-0.109,4.49,3.72,2.06258,10.98804,70.95868,495.358,0.0,0.0,,Superterran
Kepler-199 b,Kepler-199,b,1,2,0,Transit,2014,Space,Kepler,23.637604,3.11,9.85,1.8,31.68,595.0,,5644.0,0.97,0.96,-0.09699999999999999,4.44,1.45,1.70087,8.347375,74.10845,521.054,0.0,0.0,Hot,Neptunian
Kepler-199 c,Kepler-199,c,1,2,0,Transit,2014,Space,Kepler,67.093408,3.25,10.6,1.7,7.88,420.0,,5644.0,0.97,0.96,-0.09699999999999999,4.44,1.45,1.8891900000000001,8.347375,74.10845,521.054,0.0,0.0,Hot,Neptunian
Kepler-20 b,Kepler-20,b,2,6,0,Transit,2011,Space,Kepler,3.69611525,1.868,9.7,8.2,324.11,1105.0,,5495.0,0.96,0.95,-0.11699999999999999,4.45,7.6,2.20611,14.573479999999998,73.37704000000001,282.563,0.0,0.0,Hot,Superterran
Kepler-20 c,Kepler-20,c,2,6,0,Transit,2011,Space,Kepler,10.85409089,3.0469999999999997,12.75,2.5,77.02,772.0,,5495.0,0.96,0.95,-0.11699999999999999,4.45,7.6,1.41039,14.573479999999998,73.37704000000001,282.563,0.0,0.0,Hot,Neptunian
Kepler-20 d,Kepler-20,d,2,6,0,Transit,2011,Space,Kepler,77.61130017,2.7439999999999998,10.07,2.7,5.59,401.0,,5495.0,0.96,0.95,-0.11699999999999999,4.45,7.6,1.8116700000000001,14.573479999999998,73.37704000000001,282.563,0.0,0.0,Hot,Neptunian
Kepler-20 e,Kepler-20,e,2,6,0,Transit,2011,Space,Kepler,6.09852281,0.865,3.08,,166.0,1040.0,,5495.0,0.96,0.95,-0.11699999999999999,4.45,7.6,1.51,14.573479999999998,73.37704000000001,282.563,0.0,0.0,Hot,Terran
Kepler-20 f,Kepler-20,f,2,6,0,Transit,2011,Space,Kepler,19.57758478,1.003,14.3,,35.07,705.0,,5495.0,0.96,0.95,-0.11699999999999999,4.45,7.6,1.51,14.573479999999998,73.37704000000001,282.563,0.0,0.0,Hot,Terran
Kepler-20 g,Kepler-20,g,2,6,0,Radial Velocity,2016,Ground,Multiple Observatories,34.94,4.71,19.96,1.05,,524.0,,5495.0,0.96,0.95,-0.11699999999999999,4.45,7.6,,14.573479999999998,73.37704000000001,282.563,0.0,0.0,Hot,Neptunian
Kepler-200 b,Kepler-200,b,1,2,0,Transit,2014,Space,Kepler,8.594805000000001,2.13,5.18,2.95,159.07,854.0,,5678.0,0.94,0.98,0.008,4.45,6.3,0.13059,16.40755,71.33867,665.9119999999999,0.0,0.0,Hot,Superterran
Kepler-200 c,Kepler-200,c,1,2,0,Transit,2014,Space,Kepler,10.222157000000001,1.59,3.15,4.31,126.36,806.0,,5678.0,0.94,0.98,0.008,4.45,6.3,60.860009999999996,16.40755,71.33867,665.9119999999999,0.0,0.0,Hot,Superterran
Kepler-201 b,Kepler-201,b,1,2,0,Transit,2014,Space,Kepler,25.672082999999997,2.46,6.62,2.44,64.55,683.0,,6065.0,1.23,1.18,0.348,4.29,2.19,0.81794,10.12712,74.33877,636.445,0.0,0.0,Hot,Superterran
Kepler-201 c,Kepler-201,c,1,2,0,Transit,2014,Space,Kepler,151.884058,2.85,8.5,2.02,6.03,378.0,,6065.0,1.23,1.18,0.348,4.29,2.19,0.83509,10.12712,74.33877,636.445,0.0,0.0,Hot,Neptunian
Kepler-202 b,Kepler-202,b,1,2,0,Transit,2014,Space,Kepler,4.069426999999999,1.63,3.29,4.17,108.5,802.0,,4668.0,0.67,0.68,-0.638,4.65,3.24,4.24656,17.442729999999997,71.00665,285.111,0.0,0.0,Hot,Superterran
Kepler-202 c,Kepler-202,c,1,2,0,Transit,2014,Space,Kepler,16.282493,1.85,4.08,3.54,17.07,505.0,,4668.0,0.67,0.68,-0.638,4.65,3.24,4.7439599999999995,17.442729999999997,71.00665,285.111,0.0,0.0,Hot,Superterran
Kepler-203 b,Kepler-203,b,1,3,0,Transit,2014,Space,Kepler,3.162697,2.57,7.13,2.31,668.22,1308.0,,5821.0,1.11,1.0,0.094,4.36,0.5,1.56956,7.8937729999999995,75.6936,703.302,0.0,0.0,Hot,Neptunian
Kepler-203 c,Kepler-203,c,1,3,0,Transit,2014,Space,Kepler,5.370647,2.47,749.9,273.0,329.79,1096.0,,5821.0,1.11,1.0,0.094,4.36,0.5,5.54994,7.8937729999999995,75.6936,703.302,0.0,0.0,Hot,Superterran
Kepler-203 d,Kepler-203,d,1,3,0,Transit,2014,Space,Kepler,11.32972,1.44,33.9,62.4,121.82,855.0,,5821.0,1.11,1.0,0.094,4.36,0.5,0.9894299999999999,7.8937729999999995,75.6936,703.302,0.0,0.0,Hot,Terran
Kepler-204 b,Kepler-204,b,1,2,0,Transit,2014,Space,Kepler,14.400974,2.53,6.94,2.35,79.7,828.0,,5812.0,1.24,1.03,0.03,4.27,3.3,0.7005100000000001,15.9553,72.12015,686.7230000000001,0.0,0.0,Hot,Neptunian
Kepler-204 c,Kepler-204,c,1,2,0,Transit,2014,Space,Kepler,25.660593,1.79,3.86,3.7,36.89,683.0,,5812.0,1.24,1.03,0.03,4.27,3.3,2.33315,15.9553,72.12015,686.7230000000001,0.0,0.0,Hot,Superterran
Kepler-205 b,Kepler-205,b,1,2,0,Transit,2014,Space,Kepler,2.75564,1.51,2.89,4.61,102.56,757.0,M1 V,4321.0,0.55,0.59,-0.956,4.74,3.16,1.97675,16.03442,72.19793,159.72,0.0,0.0,Hot,Superterran
Kepler-205 c,Kepler-205,c,1,2,0,Transit,2014,Space,Kepler,20.306546,1.64,3.33,4.15,7.14,389.0,M1 V,4321.0,0.55,0.59,-0.956,4.74,3.16,4.27115,16.03442,72.19793,159.72,0.0,0.0,Hot,Superterran
Kepler-206 b,Kepler-206,b,1,3,0,Transit,2014,Space,Kepler,7.781986999999999,1.2,1.87,5.95,192.27,983.0,,5764.0,1.19,1.05,0.084,4.31,7.0,0.8614200000000001,11.71045,74.16688,594.447,0.0,0.0,Hot,Terran
Kepler-206 c,Kepler-206,c,1,3,0,Transit,2014,Space,Kepler,13.137471,1.77,3.78,3.75,95.51,825.0,,5764.0,1.19,1.05,0.084,4.31,7.0,0.9486,11.71045,74.16688,594.447,0.0,0.0,Hot,Superterran
Kepler-206 d,Kepler-206,d,1,3,0,Transit,2014,Space,Kepler,23.44281,1.19,1.81,5.9,44.17,681.0,,5764.0,1.19,1.05,0.084,4.31,7.0,0.8614200000000001,11.71045,74.16688,594.447,0.0,0.0,Hot,Terran
Kepler-207 b,Kepler-207,b,1,3,0,Transit,2014,Space,Kepler,1.6118649999999999,1.57,3.09,4.39,4097.32,1930.0,,5920.0,1.59,1.04,0.446,4.13,4.17,0.29599000000000003,12.92919,73.94723,875.5189999999999,0.0,0.0,Hot,Superterran
Kepler-207 c,Kepler-207,c,1,3,0,Transit,2014,Space,Kepler,3.071571,1.5,2.86,4.66,1742.71,1556.0,,5920.0,1.59,1.04,0.446,4.13,4.17,0.36246,12.92919,73.94723,875.5189999999999,0.0,0.0,Hot,Superterran
Kepler-207 d,Kepler-207,d,1,3,0,Transit,2014,Space,Kepler,5.868075,3.31,11.0,1.67,732.6,1254.0,,5920.0,1.59,1.04,0.446,4.13,4.17,0.29599000000000003,12.92919,73.94723,875.5189999999999,0.0,0.0,Hot,Neptunian
Kepler-208 b,Kepler-208,b,1,4,0,Transit,2014,Space,Kepler,4.22864,1.63,3.29,4.17,639.58,1379.0,,6092.0,1.31,1.16,0.309,4.26,4.37,1.00597,10.528839999999999,75.56389,775.328,0.0,0.0,Hot,Superterran
Kepler-208 c,Kepler-208,c,1,4,0,Transit,2014,Space,Kepler,7.466622999999999,1.39,2.51,5.14,300.17,1141.0,,6092.0,1.31,1.16,0.309,4.26,4.37,1.0167899999999999,10.528839999999999,75.56389,775.328,0.0,0.0,Hot,Terran
Kepler-208 d,Kepler-208,d,1,4,0,Transit,2014,Space,Kepler,11.131786,1.2,1.87,5.95,176.28,999.0,,6092.0,1.31,1.16,0.309,4.26,4.37,1.26617,10.528839999999999,75.56389,775.328,0.0,0.0,Hot,Terran
Kepler-208 e,Kepler-208,e,1,4,0,Transit,2014,Space,Kepler,16.259458,1.48,2.79,4.73,106.34,880.0,,6092.0,1.31,1.16,0.309,4.26,4.37,1.98469,10.528839999999999,75.56389,775.328,0.0,0.0,Hot,Terran
Kepler-209 b,Kepler-209,b,1,2,0,Transit,2014,Space,Kepler,16.087845,2.26,5.73,2.73,48.66,668.0,,5513.0,0.94,0.93,-0.129,4.47,4.47,5.40911,12.37221,74.75586,576.946,0.0,0.0,Hot,Superterran
Kepler-209 c,Kepler-209,c,1,2,0,Transit,2014,Space,Kepler,41.749882,3.1,9.8,1.81,13.64,486.0,,5513.0,0.94,0.93,-0.129,4.47,4.47,1.96069,12.37221,74.75586,576.946,0.0,0.0,Hot,Neptunian
Kepler-21 b,Kepler-21,b,2,1,0,Transit,2012,Space,Kepler,2.78578,1.639,5.08,6.4,3021.19,2025.0,F6 IV,6305.0,1.9,1.41,0.715,4.03,3.03,0.287,13.33678,69.85627,108.522,0.0,0.0,Hot,Superterran
Kepler-210 b,Kepler-210,b,1,2,0,Transit,2014,Space,Kepler,2.453234,2.94,8.96,1.94,122.14,737.0,M0 V,4559.0,0.65,0.77,-0.799,4.66,1.78,4.67612,11.687330000000001,75.60055,232.75,0.0,0.0,Hot,Neptunian
Kepler-210 c,Kepler-210,c,1,2,0,Transit,2014,Space,Kepler,7.972513,3.62,12.8,1.48,25.44,497.0,M0 V,4559.0,0.65,0.77,-0.799,4.66,1.78,1.19397,11.687330000000001,75.60055,232.75,0.0,0.0,Hot,Neptunian
Kepler-211 b,Kepler-211,b,1,2,0,Transit,2014,Space,Kepler,4.138575,1.26,2.13,5.85,158.19,954.0,,5123.0,0.82,0.9,-0.413,4.55,1.55,2.9658700000000002,16.42405,73.50287,309.353,0.0,0.0,Hot,Terran
Kepler-211 c,Kepler-211,c,1,2,0,Transit,2014,Space,Kepler,6.04045,1.29,18.3,46.8,95.44,841.0,,5123.0,0.82,0.9,-0.413,4.55,1.55,3.15683,16.42405,73.50287,309.353,0.0,0.0,Hot,Terran
Kepler-212 b,Kepler-212,b,1,2,0,Transit,2014,Space,Kepler,16.257582,1.09,1.32,5.6,133.87,830.0,,5852.0,1.46,1.17,0.38299999999999995,4.18,2.5,0.44891000000000003,14.945520000000002,74.11523000000001,687.194,0.0,0.0,Hot,Terran
Kepler-212 c,Kepler-212,c,1,2,0,Transit,2014,Space,Kepler,31.805173999999997,2.74,7.95,2.12,54.66,664.0,,5852.0,1.46,1.17,0.38299999999999995,4.18,2.5,0.48858999999999997,14.945520000000002,74.11523000000001,687.194,0.0,0.0,Hot,Neptunian
Kepler-213 b,Kepler-213,b,1,2,0,Transit,2014,Space,Kepler,2.46236,1.62,3.26,4.21,833.47,1326.0,,5696.0,1.2,1.07,0.132,4.31,1.62,3.6266300000000005,13.456220000000002,76.50690999999999,634.939,0.0,0.0,Hot,Superterran
Kepler-213 c,Kepler-213,c,1,2,0,Transit,2014,Space,Kepler,4.822962,2.34,6.08,2.61,339.54,1060.0,,5696.0,1.2,1.07,0.132,4.31,1.62,73.71993,13.456220000000002,76.50690999999999,634.939,0.0,0.0,Hot,Superterran
Kepler-214 b,Kepler-214,b,1,2,0,Transit,2014,Space,Kepler,15.660544,2.61,7.32,2.26,196.4,758.0,,6169.0,1.35,1.11,0.511,4.25,1.58,0.40253,17.5388,75.05178000000001,1208.44,0.0,0.0,Hot,Neptunian
Kepler-214 c,Kepler-214,c,1,2,0,Transit,2014,Space,Kepler,28.7798,2.13,5.18,2.95,87.24,619.0,,6169.0,1.35,1.11,0.511,4.25,1.58,0.052539999999999996,17.5388,75.05178000000001,1208.44,0.0,0.0,Hot,Superterran
Kepler-215 b,Kepler-215,b,1,4,0,Transit,2014,Space,Kepler,9.360672000000001,1.62,3.26,4.21,105.07,784.0,,5739.0,1.03,0.94,-0.11699999999999999,4.36,1.62,0.5817100000000001,11.07278,78.35685,485.99699999999996,0.0,0.0,Hot,Superterran
Kepler-215 c,Kepler-215,c,1,4,0,Transit,2014,Space,Kepler,14.667107999999999,1.77,3.78,3.75,57.69,675.0,,5739.0,1.03,0.94,-0.11699999999999999,4.36,1.62,1.45716,11.07278,78.35685,485.99699999999996,0.0,0.0,Hot,Superterran
Kepler-215 d,Kepler-215,d,1,4,0,Transit,2014,Space,Kepler,30.864423,2.39,23.6,9.5,21.4,527.0,,5739.0,1.03,0.94,-0.11699999999999999,4.36,1.62,8.36305,11.07278,78.35685,485.99699999999996,0.0,0.0,Hot,Superterran
Kepler-215 e,Kepler-215,e,1,4,0,Transit,2014,Space,Kepler,68.16101,1.75,3.71,3.8,7.44,405.0,,5739.0,1.03,0.94,-0.11699999999999999,4.36,1.62,2.35964,11.07278,78.35685,485.99699999999996,0.0,0.0,Hot,Superterran
Kepler-216 b,Kepler-216,b,1,2,0,Transit,2014,Space,Kepler,7.693641,2.35,6.12,2.59,540.03,1069.0,,6091.0,1.26,1.11,0.518,4.28,0.28,0.43582,12.26417,78.78515,1187.47,0.0,0.0,Hot,Superterran
Kepler-216 c,Kepler-216,c,1,2,0,Transit,2014,Space,Kepler,17.406669,3.04,9.48,1.85,182.06,814.0,,6091.0,1.26,1.11,0.518,4.28,0.28,0.48258,12.26417,78.78515,1187.47,0.0,0.0,Hot,Neptunian
Kepler-217 b,Kepler-217,b,1,3,0,Transit,2014,Space,Kepler,5.374943,2.23,5.6,2.77,1366.48,1413.0,,6171.0,1.8,1.14,0.754,4.03,2.63,0.3447,12.75822,78.70435,1104.64,0.0,0.0,Hot,Superterran
Kepler-217 c,Kepler-217,c,1,3,0,Transit,2014,Space,Kepler,8.586003999999999,1.85,4.08,3.54,730.81,1208.0,,6171.0,1.8,1.14,0.754,4.03,2.63,0.3447,12.75822,78.70435,1104.64,0.0,0.0,Hot,Superterran
Kepler-217 d,Kepler-217,d,1,3,0,Transit,2016,Space,Kepler,3.88689525,1.32,2.3,5.5,2099.75,1574.0,,6341.0,1.76,1.37,0.754,4.08,2.63,0.3447,12.75822,78.70435,1104.64,0.0,0.0,,Terran
Kepler-218 b,Kepler-218,b,1,3,0,Transit,2014,Space,Kepler,3.6193370000000002,1.48,2.79,4.73,460.66,1156.0,,5502.0,1.06,1.02,0.009000000000000001,4.39,6.3,1.10283,11.288689999999999,79.45273,656.38,0.0,0.0,Hot,Terran
Kepler-218 c,Kepler-218,c,1,3,0,Transit,2014,Space,Kepler,44.699576,3.14,10.0,1.77,16.15,500.0,,5502.0,1.06,1.02,0.009000000000000001,4.39,6.3,1.61812,11.288689999999999,79.45273,656.38,0.0,0.0,Hot,Neptunian
Kepler-218 d,Kepler-218,d,1,3,0,Transit,2016,Space,Kepler,124.52446470000001,2.66,7.56,2.21,4.12,356.0,,5542.0,1.02,1.01,0.009000000000000001,4.42,5.62,1.25905,11.288689999999999,79.45273,656.38,0.0,0.0,,Neptunian
Kepler-219 b,Kepler-219,b,1,3,0,Transit,2014,Space,Kepler,4.5855120000000005,2.95,9.01,1.93,456.73,1307.0,,5786.0,1.49,1.17,0.214,4.16,4.0,1.06034,15.64894,77.88786,787.07,0.0,0.0,Hot,Neptunian
Kepler-219 c,Kepler-219,c,1,3,0,Transit,2014,Space,Kepler,22.714613,3.58,12.5,1.5,54.1,766.0,,5786.0,1.49,1.17,0.214,4.16,4.0,0.73757,15.64894,77.88786,787.07,0.0,0.0,Hot,Neptunian
Kepler-219 d,Kepler-219,d,1,3,0,Transit,2014,Space,Kepler,47.903645000000004,2.81,19.1,4.73,20.01,598.0,,5786.0,1.49,1.17,0.214,4.16,4.0,2.12046,15.64894,77.88786,787.07,0.0,0.0,Hot,Neptunian
Kepler-22 b,Kepler-22,b,1,1,0,Transit,2011,Space,Kepler,289.8623,2.38,36.0,14.7,0.96,262.0,G5 V,5518.0,0.98,0.97,-0.102,4.44,7.08,1.4580000000000002,15.792279999999998,79.09186,194.642,2.0,2.0,Warm,Superterran
Kepler-220 b,Kepler-220,b,1,4,0,Transit,2014,Space,Kepler,4.159807,0.81,0.457,4.73,105.0,759.0,,4632.0,0.67,0.65,-0.6759999999999999,4.65,6.0,2.15978,13.9744,78.81181,171.109,0.0,0.0,Hot,Terran
Kepler-220 c,Kepler-220,c,1,4,0,Transit,2014,Space,Kepler,9.034199000000001,1.57,3.09,4.39,37.32,586.0,,4632.0,0.67,0.65,-0.6759999999999999,4.65,6.0,2.15978,13.9744,78.81181,171.109,0.0,0.0,Hot,Superterran
Kepler-220 d,Kepler-220,d,1,4,0,Transit,2014,Space,Kepler,28.122396999999996,0.98,0.904,5.28,8.21,401.0,,4632.0,0.67,0.65,-0.6759999999999999,4.65,6.0,2.15978,13.9744,78.81181,171.109,0.0,0.0,Hot,Terran
Kepler-220 e,Kepler-220,e,1,4,0,Transit,2014,Space,Kepler,45.902733000000005,1.33,2.33,5.44,4.27,341.0,,4632.0,0.67,0.65,-0.6759999999999999,4.65,6.0,2.827,13.9744,78.81181,171.109,0.0,0.0,Hot,Terran
Kepler-221 b,Kepler-221,b,1,4,0,Transit,2014,Space,Kepler,2.795906,1.71,3.57,3.92,308.88,1090.0,,5243.0,0.82,0.82,-0.40399999999999997,4.54,4.57,2.81128,10.80166,80.37295,385.231,0.0,0.0,Hot,Superterran
Kepler-221 c,Kepler-221,c,1,4,0,Transit,2014,Space,Kepler,5.690586,2.93,15.1,3.3,119.84,860.0,,5243.0,0.82,0.82,-0.40399999999999997,4.54,4.57,3.30553,10.80166,80.37295,385.231,0.0,0.0,Hot,Neptunian
Kepler-221 d,Kepler-221,d,1,4,0,Transit,2014,Space,Kepler,10.04156,2.73,7.9,2.13,56.29,712.0,,5243.0,0.82,0.82,-0.40399999999999997,4.54,4.57,5.44198,10.80166,80.37295,385.231,0.0,0.0,Hot,Neptunian
Kepler-221 e,Kepler-221,e,1,4,0,Transit,2014,Space,Kepler,18.369917,2.63,7.41,2.24,25.16,582.0,,5243.0,0.82,0.82,-0.40399999999999997,4.54,4.57,15.254579999999999,10.80166,80.37295,385.231,0.0,0.0,Hot,Neptunian
Kepler-222 b,Kepler-222,b,1,3,0,Transit,2014,Space,Kepler,3.936981,3.16,10.1,1.76,206.77,1004.0,,5433.0,0.87,0.88,-0.33799999999999997,4.55,0.7,4.36488,16.24185,77.82551,758.8539999999999,0.0,0.0,Hot,Neptunian
Kepler-222 c,Kepler-222,c,1,3,0,Transit,2014,Space,Kepler,10.08881,4.64,19.4,1.07,59.08,734.0,,5433.0,0.87,0.88,-0.33799999999999997,4.55,0.7,2.44462,16.24185,77.82551,758.8539999999999,0.0,0.0,Hot,Neptunian
Kepler-222 d,Kepler-222,d,1,3,0,Transit,2014,Space,Kepler,28.081912,3.69,13.2,1.44,15.09,522.0,,5433.0,0.87,0.88,-0.33799999999999997,4.55,0.7,2.17808,16.24185,77.82551,758.8539999999999,0.0,0.0,Hot,Neptunian
Kepler-223 b,Kepler-223,b,1,4,0,Transit,2014,Space,Kepler,7.3844899999999996,2.99,7.4,1.54,444.05,1042.0,,5803.0,1.72,1.12,0.371,4.46,7.2,0.4236,10.02399,81.32518,1859.71,0.0,0.0,,Neptunian
Kepler-223 c,Kepler-223,c,1,4,0,Transit,2014,Space,Kepler,9.84564,3.44,5.1,0.71,302.47,947.0,,5803.0,1.72,1.12,0.371,4.46,7.2,0.27849,10.02399,81.32518,1859.71,0.0,0.0,,Neptunian
Kepler-223 d,Kepler-223,d,1,4,0,Transit,2014,Space,Kepler,14.788689999999999,5.24,8.0,0.31,175.95,827.0,,5803.0,1.72,1.12,0.371,4.46,7.2,0.58731,10.02399,81.32518,1859.71,0.0,0.0,,Neptunian
Kepler-223 e,Kepler-223,e,1,4,0,Transit,2014,Space,Kepler,19.72567,4.6,4.8,0.28,119.88,751.0,,5803.0,1.72,1.12,0.371,4.46,7.2,0.0040100000000000005,10.02399,81.32518,1859.71,0.0,0.0,,Neptunian
Kepler-224 b,Kepler-224,b,1,4,0,Transit,2014,Space,Kepler,3.132924,1.39,2.51,5.14,201.49,937.0,,5018.0,0.68,0.82,-0.514,4.64,2.29,2.69909,14.520920000000002,79.07688,782.0880000000001,0.0,0.0,Hot,Terran
Kepler-224 c,Kepler-224,c,1,4,0,Transit,2014,Space,Kepler,5.925003,3.12,9.91,1.79,86.33,758.0,,5018.0,0.68,0.82,-0.514,4.64,2.29,0.52473,14.520920000000002,79.07688,782.0880000000001,0.0,0.0,Hot,Neptunian
Kepler-224 d,Kepler-224,d,1,4,0,Transit,2014,Space,Kepler,11.349393,2.3,5.9,2.66,36.29,610.0,,5018.0,0.68,0.82,-0.514,4.64,2.29,3.4755199999999995,14.520920000000002,79.07688,782.0880000000001,0.0,0.0,Hot,Superterran
Kepler-224 e,Kepler-224,e,1,4,0,Transit,2014,Space,Kepler,18.643577,1.97,4.54,3.26,18.73,517.0,,5018.0,0.68,0.82,-0.514,4.64,2.29,31.061709999999998,14.520920000000002,79.07688,782.0880000000001,0.0,0.0,Hot,Superterran
Kepler-225 b,Kepler-225,b,1,2,0,Transit,2014,Space,Kepler,6.738975,1.2,1.87,5.95,38.88,579.0,M1 V,3682.0,0.48,0.59,-0.996,4.78,2.88,2.7212,13.78926,79.53974000000001,561.101,0.0,0.0,Hot,Terran
Kepler-225 c,Kepler-225,c,1,2,0,Transit,2014,Space,Kepler,18.794234,1.84,4.04,3.56,9.9,412.0,M1 V,3682.0,0.48,0.59,-0.996,4.78,2.88,4.09291,13.78926,79.53974000000001,561.101,0.0,0.0,Hot,Superterran
Kepler-226 b,Kepler-226,b,1,3,0,Transit,2014,Space,Kepler,3.9409970000000003,1.55,24.0,35.4,270.4,1018.0,,5571.0,0.8,0.91,-0.239,4.59,0.5,2.1362900000000002,13.85945,79.9884,980.138,0.0,0.0,Hot,Superterran
Kepler-226 c,Kepler-226,c,1,3,0,Transit,2014,Space,Kepler,5.3495550000000005,2.27,45.2,21.2,180.51,919.0,,5571.0,0.8,0.91,-0.239,4.59,0.5,1.7378200000000001,13.85945,79.9884,980.138,0.0,0.0,Hot,Superterran
Kepler-226 d,Kepler-226,d,1,3,0,Transit,2014,Space,Kepler,8.109044,1.22,1.98,5.99,103.64,800.0,,5571.0,0.8,0.91,-0.239,4.59,0.5,1.5302,13.85945,79.9884,980.138,0.0,0.0,Hot,Terran
