pl_name,host_star,pl_ltr,sys_stars,sys_planets,sys_moons,disc_method,disc_year,disc_location,disc_facility,orb_period,pl_radius_e,pl_mass_e,pl_density,pl_insol,pl_temp_k,st_type,st_temp_k,st_radius_s,st_mass_s,st_bright,st_gravity,st_age,st_density,ga_lat,ga_long,distance,habit_code,P_HABZONE,P_TYPE_TEMP,P_TYPE
55 Cnc f,55 Cnc,f,2,5,0,Radial Velocity,2007,Ground,Multiple Observatories,262,7.59,44.812,0.563,,,,5250,0.96,0.95,-0.197,4.42,,1.41851,37.6989,196.7947,12.5855,0.0,2.0,Warm,Neptunian
6 Lyn b,6 Lyn,b,1,1,0,Radial Velocity,2008,Ground,Okayama Astrophysical Observatory,934.3,13.4,638.8383,1.46,,,K0 IV,4938,5.2,1.44,1.176,3.19,,,20.18979,156.9714,54.6599,0.0,0.0,Hot,Jovian
61 Vir b,61 Vir,b,1,3,0,Radial Velocity,2009,Ground,Multiple Observatories,4.215,2.11,5.1,2.98,,,G5 V,5577,0.96,0.94,-0.095,4.34,8.96,,44.09261,311.8591,8.50332,0.0,0.0,Hot,Superterran
61 Vir c,61 Vir,c,1,3,0,Radial Velocity,2009,Ground,Multiple Observatories,38.021,4.46,18.2,1.13,,,G5 V,5577,0.96,0.94,-0.095,4.34,8.96,,44.09261,311.8591,8.50332,0.0,0.0,Hot,Neptunian
61 Vir d,61 Vir,d,1,3,0,Radial Velocity,2009,Ground,Multiple Observatories,123.01,5.11,22.9,0.943,,,G5 V,5577,0.96,0.94,-0.095,4.34,8.96,,44.09261,311.8591,8.50332,0.0,0.0,Hot,Neptunian
7 CMa b,7 CMa,b,1,2,0,Radial Velocity,2011,Ground,Anglo-Australian Telescope,735.1,13.4,587.9855,1.34,,,K1 III,4826,4.87,1.34,1.063,3.19,4.3,,-11.79608,228.6884,19.8101,0.0,2.0,Warm,Jovian
7 CMa c,7 CMa,c,1,2,0,Radial Velocity,2019,Ground,Multiple Observatories,996,13.9,276.5121,0.566,,,,4826,4.87,1.34,1.063,3.19,4.3,,-11.79608,228.6884,19.8101,0.0,,,
70 Vir b,70 Vir,b,1,1,0,Radial Velocity,1996,Ground,Lick Observatory,116.688,12.6,2380.45,6.54,,,,5495,1.89,1.09,0.451,3.95,7.77,,74.10069,337.6654,17.9011,0.0,0.0,Hot,Jovian
75 Cet b,75 Cet,b,2,1,0,Radial Velocity,2012,Ground,Okayama Astrophysical Observatory,691.9,13.1,953.49,2.33,,,G3 III,4846,10.5,2.49,1.73,2.63,,,-54.4416,169.9442,82.9613,0.0,0.0,Hot,Jovian
8 UMi b,8 UMi,b,1,1,0,Radial Velocity,2015,Ground,Bohyunsan Optical Astronomical Observatory,93.4,13.6,416.3573,0.91,,,K0,4847,10.3,1.44,1.72,2.57,1.7,,39.66104,112.795,162.552,0.0,0.0,Hot,Jovian
81 Cet b,81 Cet,b,1,1,0,Radial Velocity,2008,Ground,Okayama Astrophysical Observatory,952.7,12.8,1684.4,4.41,,,G5 III,4785,11,2.4,1.778,2.35,,,-55.24994,174.4865,101.26,0.0,0.0,Hot,Jovian
91 Aqr b,91 Aqr,b,3,1,0,Radial Velocity,2013,Ground,Lick Observatory,181.4,13.1,1017,2.49,,,K0 III,4665,11,1.4,1.71,2.52,3.56,,-61.11204,67.07209,44.0304,0.0,0.0,Hot,Jovian
AB Pic b,AB Pic,b,1,1,0,Imaging,2005,Ground,Paranal Observatory,,12.3,4290.5,12.7,,,K2 V,,,,,,0.03,,-26.9309,266.9437,50.0475,0.0,0.0,,Jovian
AU Mic b,AU Mic,b,1,1,0,Transit,2020,Space,Transiting Exoplanet Survey Satellite (TESS),8.46321,4.203,57.2094,4.4,,,,3700,0.75,0.5,-1.046,,0.022,,-36.8025,12.65461,9.7221,0.0,,,
BD+03 2562 b,BD+03 2562,b,1,1,0,Radial Velocity,2017,Ground,Multiple Observatories,481.9,12.7,2034.112,5.46,,,,4095,32.35,1.14,2.7,1.89,5.2,,61.57347,269.3253,1070.63,0.0,0.0,Hot,Jovian
BD+14 4559 b,BD+14 4559,b,1,1,0,Radial Velocity,2009,Ground,McDonald Observatory,268.94,13.8,330.5432,0.691,,,K2 V,4864,0.86,0.49,-0.32,4.26,,,-22.63093,64.41769,49.352,0.0,2.0,Warm,Jovian
BD+15 2375 b,BD+15 2375,b,1,1,0,Radial Velocity,2016,Ground,Roque de los Muchachos Observatory,153.22,13.8,337.21763,0.705,,,,4649,8.95,1.08,1.57,2.61,7.41,,70.27257,249.0023,768.045,0.0,0.0,Hot,Jovian
BD+15 2940 b,BD+15 2940,b,1,1,0,Radial Velocity,2013,Ground,McDonald Observatory,137.48,13.7,352.78,0.754,,,K0,4796,14.7,1.1,2.01,2.8,7.1,,44.78024,28.10452,426.42,0.0,0.0,Hot,Jovian
BD+20 2457 b,BD+20 2457,b,1,2,0,Radial Velocity,2009,Ground,McDonald Observatory,379.63,11.6,17668.1697,62.2,,,K2 II,4259,71.02,10.83,3.17,1.77,,,53.95245,216.0446,1539.71,0.0,0.0,Hot,Jovian
BD+20 2457 c,BD+20 2457,c,1,2,0,Radial Velocity,2009,Ground,McDonald Observatory,621.99,12.4,3963.17,11.4,,,K2 II,4137,49,2.8,3.17,1.51,,,53.95245,216.0446,1539.71,0.0,0.0,Hot,Jovian
BD+20 274 b,BD+20 274,b,1,1,0,Radial Velocity,2012,Ground,McDonald Observatory,578.2,13,1334.886,3.34,,,K5 III,4296,17.3,0.8,1.96,1.99,,,-40.23344,138.9742,1322.51,0.0,0.0,Hot,Jovian
BD+20 594 b,BD+20 594,b,1,1,0,Transit,2016,Space,K2,41.6855,2.578,22.2481,7.89,,546,G,5766,1.08,1.67,-0.056,4.5,3.34,1.89,-28.05341,166.7963,179.461,0.0,0.0,Hot,Neptunian
BD+48 738 b,BD+48 738,b,1,1,0,Radial Velocity,2011,Ground,McDonald Observatory,392.6,13.9,289.2253,0.592,,,K0 III,4414,11,0.74,1.69,2.24,,,-9.378678,140.8085,871.493,0.0,0.0,Hot,Jovian
BD+48 740 b,BD+48 740,b,1,1,0,Radial Velocity,2018,Ground,Multiple Observatories,733,13.5,540.311,1.21,,,,4534,10.33,1.09,1.64,2.48,,,-9.965327,141.1091,666.589,0.0,0.0,Hot,Jovian
BD+49 828 b,BD+49 828,b,1,1,0,Radial Velocity,2015,Ground,McDonald Observatory,2590,13.5,508.5,1.14,,,K0,4943,7.6,1.52,1.47,2.85,2.34,,-7.801708,143.6179,442.042,0.0,0.0,Hot,Jovian
BD-06 1339 b,BD-06 1339,b,1,2,0,Radial Velocity,2013,Ground,La Silla Observatory,3.8728,2.85,8.5,2.02,,,K7/M0 V,4324,,0.7,-1.022,4.74,4.4,,-15.71535,211.6566,20.2695,0.0,0.0,Hot,Superterran
BD-06 1339 c,BD-06 1339,c,1,2,0,Radial Velocity,2013,Ground,La Silla Observatory,125.94,8.38,53,0.495,,,K7/M0 V,4324,,0.7,-1.022,4.74,4.4,,-15.71535,211.6566,20.2695,0.0,2.0,Warm,Jovian
BD-08 2823 b,BD-08 2823,b,1,2,0,Radial Velocity,2009,Ground,La Silla Observatory,5.6,3.61,12.7132,1.48,,,K3 V,4816,0.71,0.5,-0.611,4.43,4.5,,34.75598,248.4966,41.3342,0.0,0.0,Hot,Neptunian
BD-08 2823 c,BD-08 2823,c,1,2,0,Radial Velocity,2009,Ground,La Silla Observatory,237.6,12.5,104,0.293,,,K3 V,4746,,0.74,-0.611,4.13,4.5,,34.75598,248.4966,41.3342,0.0,2.0,Warm,Jovian
BD-10 3166 b,BD-10 3166,b,1,1,0,Radial Velocity,2000,Ground,W. M. Keck Observatory,3.48777,14.1,187.5197,0.368,,,K0 V,5393,0.91,1.47,-0.199,4.69,,,43.23842,263.2855,84.4069,0.0,0.0,Hot,Jovian
BD-11 4672 b,BD-11 4672,b,1,2,0,Radial Velocity,2014,Ground,La Silla Observatory,1634,14.1,206.5895,0.405,,,K7 V,4550,0.64,0.65,-0.804,4.64,7.4,3.53,-1.360227,20.54434,27.1665,0.0,0.0,Cold,Jovian
BD-11 4672 c,BD-11 4672,c,1,2,0,Radial Velocity,2020,Ground,Roque de los Muchachos Observatory,74.2,4.04,15.37,1.28,,,,4550,0.64,0.65,-0.804,4.64,7.4,3.53,-1.360227,20.54434,27.1665,0.0,,,
BD-13 2130 b,BD-13 2130,b,1,1,0,Radial Velocity,2007,Ground,La Silla Observatory,714.29999,12.5,3108.3774,8.75,,,,4545,19.17,2.12,2.15,2.2,0.74,,3.53128,230.5205,925.214,0.0,0.0,Hot,Jovian
BD-17 63 b,BD-17 63,b,1,1,0,Radial Velocity,2008,Ground,La Silla Observatory,655.6,12.8,1620.9,4.25,,,K5 V,4714,0.69,0.74,-0.678,4.26,4.3,,-77.878,95.83883,34.4603,0.0,0.0,Cold,Jovian
CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,b,1,1,0,Imaging,2011,Ground,W. M. Keck Observatory,10037.5,12.4,3337.1,9.62,,370,,580.5,,0.02,,4.72,,,55.6550909,9.594193,,0.0,0.0,Cold,Jovian
CHXR 73 b,CHXR 73,b,1,1,0,Imaging,2006,Space,Hubble Space Telescope,,12.3,3994.486,11.8,,,M3.5,,,0.35,,,0.002,,-15.92177,297.2777,190.374,0.0,0.0,,Jovian
CI Tau b,CI Tau,b,1,1,0,Radial Velocity,2019,Ground,Multiple Observatories,8.9891,12.4,3686.828,10.6,,,K7,,,0.9,-0.108,,0.003,,-16.63606,175.4643,157.998,0.0,0.0,,Jovian
CT Cha b,CT Cha,b,1,1,0,Imaging,2007,Ground,Paranal Observatory,,24.66,5403,1.98,,2600,,,,,,,0.002,,-14.90925,296.6537,190.72,0.0,0.0,,Jovian
CoRoT-1 b,CoRoT-1,b,1,1,0,Transit,2008,Space,CoRoT,1.5089557,16.7,327.35,0.38,,1898,G0 V,5950,1.11,0.95,0.144,4.25,1.6,0.93,-2.107101,215.3388,787.909,0.0,0.0,Hot,Jovian
CoRoT-10 b,CoRoT-10,b,1,1,0,Transit,2010,Space,CoRoT,13.2406,10.87,874,3.7,,600,K1 V,5075,0.79,0.89,-0.428,4.65,3,3.32,-6.95296,37.36079,338.386,0.0,0.0,Hot,Jovian
CoRoT-11 b,CoRoT-11,b,1,1,0,Transit,2010,Space,CoRoT,2.99433,16.03,740.51,0.99,,1657,F6 V,6440,1.37,1.27,0.464,4.22,2,0.69,4.630068,37.24011,655.037,0.0,0.0,Hot,Jovian
CoRoT-12 b,CoRoT-12,b,1,1,0,Transit,2010,Space,CoRoT,2.828042,16.14,291.438,0.411,,1442,,5675,1.12,1.08,0.07,4.38,6.3,1.08,-2.454414,213.1315,1126.37,0.0,0.0,Hot,Jovian
CoRoT-13 b,CoRoT-13,b,1,1,0,Transit,2010,Space,CoRoT,4.03519,9.92,415.704,2.34,,1700,G0 V,5945,1.01,1.09,0.06,4.46,1.635,1.468,-2.439665,217.3986,1148.93,0.0,0.0,Hot,Jovian
CoRoT-14 b,CoRoT-14,b,1,1,0,Transit,2010,Space,CoRoT,1.51214,12.22,2415.4,7.3,,1952,F9 V,6035,1.21,1.13,0.244,4.35,4.2,0.91,-2.020584,218.1179,1744.6,0.0,0.0,Hot,Jovian
CoRoT-16 b,CoRoT-16,b,1,1,0,Transit,2011,Space,CoRoT,5.35227,13.11,170.032,0.44,,,G5 V,5650,1.19,1.1,0.115,4.36,6.73,0.93,1.101121,25.61436,732.409,0.0,0.0,Hot,Jovian
CoRoT-17 b,CoRoT-17,b,1,1,0,Transit,2011,Space,CoRoT,3.7681,11.43,772.29,2.82,,1626,G2 V,5740,1.59,1.04,0.394,4.4,10.7,0.32,0.6663113,25.15303,1176.12,0.0,0.0,Hot,Jovian
CoRoT-18 b,CoRoT-18,b,1,1,0,Transit,2011,Space,CoRoT,1.9000693,14.68,1102.82,2.2,,1550,G9 V,5440,1,0.95,-0.17,4.4,0.032,1.35,-4.18491,210.8191,764.889,0.0,0.0,Hot,Jovian
CoRoT-19 b,CoRoT-19,b,1,1,0,Transit,2011,Space,CoRoT,3.89713,14.46,352.78,0.71,,2000,F9 V,6090,1.65,1.21,0.544,4.07,5,0.38,-5.261257,210.4205,790.663,0.0,0.0,Hot,Jovian
CoRoT-2 b,CoRoT-2,b,2,1,0,Transit,2008,Space,CoRoT,1.7429935,16.432,1102.82,1.47,,1521,,5625,0.91,0.96,-0.131,4.53,2.7,1.814,-7.291006,38.26271,213.283,0.0,0.0,Hot,Jovian
CoRoT-20 b,CoRoT-20,b,1,2,0,Transit,2011,Space,CoRoT,9.24285,9.416,1366.669,8.87,,1024,G2 V,5880,1.02,1.14,0.17,4.35,0.1,1.51,-4.468593,210.3812,844.061,0.0,0.0,,Jovian
CoRoT-20 c,CoRoT-20,c,1,2,0,Radial Velocity,2018,Ground,Multiple Observatories,1675,12.2,5403.11,16.4,,,,,,1.14,,,,,-4.468593,210.3812,844.061,0.0,0.0,,Jovian
CoRoT-21 b,CoRoT-21,b,1,1,0,Transit,2012,Space,CoRoT,2.72474,14.572,718.2958,1.36,,,F8 IV,6200,1.95,1.29,0.705,3.7,4.1,0.255,-1.744431,212.3742,,0.0,0.0,Hot,Jovian
CoRoT-22 b,CoRoT-22,b,1,1,0,Transit,2014,Space,CoRoT,9.75598,4.88,12.2,0.249,,885,G3 V,5939,1.14,1.1,0.161,4.36,3.3,1.027,4.775004,37.48306,627.158,0.0,0.0,Hot,Neptunian
CoRoT-23 b,CoRoT-23,b,1,1,0,Transit,2011,Space,CoRoT,3.6313,11.77,889.9,3,,1660,G0 V,5900,1.61,1.14,0.452,4.3,7.2,0.5,4.719595,35.41752,1060.97,0.0,0.0,Hot,Jovian
CoRoT-24 b,CoRoT-24,b,1,2,0,Transit,2014,Space,CoRoT,5.1134,3.7,5.7,0.9,,1070,K1 V,4950,0.86,0.91,-0.397,4.55,11,,-2.527633,215.8175,591.555,0.0,0.0,Hot,Neptunian
CoRoT-24 c,CoRoT-24,c,1,2,0,Transit,2014,Space,CoRoT,11.759,5,28,1.3,,850,K1 V,4950,0.86,0.91,-0.397,4.55,11,,-2.527633,215.8175,591.555,0.0,0.0,Hot,Neptunian
CoRoT-25 b,CoRoT-25,b,1,1,0,Transit,2013,Space,CoRoT,4.86069,12.11,85.81,0.15,,1330,F9,6040,1.19,1.09,0.231,4.31,4.5,,4.941121,37.73014,1103.48,0.0,0.0,Hot,Jovian
CoRoT-26 b,CoRoT-26,b,1,1,0,Transit,2013,Space,CoRoT,4.20474,14.12,165.26,0.28,,1600,G5,5590,1.79,1.09,0.451,3.99,8.6,,5.925996,37.74457,1045.18,0.0,0.0,Hot,Jovian
CoRoT-27 b,CoRoT-27,b,1,1,0,Transit,2014,Space,CoRoT,3.57532,11.287,3302.11,12.6,,1500,G2,5900,1.08,1.05,0.106,4.4,4.21,1.24,6.396508,35.89459,1010.28,0.0,0.0,Hot,Jovian
CoRoT-28 b,CoRoT-28,b,1,1,0,Transit,2015,Space,CoRoT,5.20851,10.705,153.82972,0.69,,,G8/9 IV,5150,1.78,1.01,0.303,3.6,12,0.27,6.241298,36.01308,766.183,0.0,0.0,Hot,Jovian
CoRoT-29 b,CoRoT-29,b,1,1,0,Transit,2015,Space,CoRoT,2.85057,10.088,270.1555,1.45,,,K0 V,5260,0.9,0.97,-0.094,4.3,4.5,1.825,6.458735,36.92342,806.507,0.0,0.0,Hot,Jovian
CoRoT-3 b,CoRoT-3,b,1,1,0,Transit,2008,Space,CoRoT,4.2568,11.32,6883.91,26.4,,1695,F3 V,6740,1.56,1.37,0.656,4.22,2.2,0.431,-8.120639,37.26301,768.771,0.0,0.0,Hot,Jovian
CoRoT-30 b,CoRoT-30,b,1,1,0,Transit,2020,Space,CoRoT,9.06005,11.31,921.707,3.45,,,G3 V,5650,0.91,0.98,-0.118,4.4,3,,7.773544,36.66097,1032.23,0.0,,,
CoRoT-31 b,CoRoT-31,b,1,1,0,Transit,2020,Space,CoRoT,4.62941,16.365,266.9772,0.33,,,G2 IV,5700,2.15,1.25,0.644,3.85,4.7,,-9.16321,213.2249,2005.76,0.0,,,
CoRoT-4 b,CoRoT-4,b,1,1,0,Transit,2008,Space,CoRoT,9.20205,13.34,228.83,0.525,,1074,,6190,1.17,1.16,0.258,4.41,1,1.11,-0.8984463,213.2276,726.412,0.0,0.0,Hot,Jovian
CoRoT-5 b,CoRoT-5,b,1,1,0,Transit,2009,Space,CoRoT,4.0378962,15.558,148.42,0.217,,1438,F9 V,6100,1.19,1,0.18,4.19,6.9,1.01,-1.036167,211.4847,882.472,0.0,0.0,Hot,Jovian
CoRoT-6 b,CoRoT-6,b,1,1,0,Transit,2009,Space,CoRoT,8.886593,13.068,940.74,2.32,,1017,F9 V,6090,1.02,1.05,0.115,4.43,2.5,1.31,4.61582,38.06303,645.294,0.0,0.0,Hot,Jovian
CoRoT-7 b,CoRoT-7,b,1,2,0,Transit,2009,Space,CoRoT,0.85359163,1.681,3.1783,6.61,,1756,G9 V,5275,0.83,0.82,-0.289,4.5,1.75,2,-2.178573,213.0104,159.906,0.0,0.0,Hot,Superterran
CoRoT-7 c,CoRoT-7,c,1,2,0,Radial Velocity,2009,Space,CoRoT,3.698,2.83,8.4,2.04,,,,5256,0.86,0.9,-0.289,4.52,,1.96324,-2.178573,213.0104,159.906,0.0,0.0,Hot,Superterran
CoRoT-8 b,CoRoT-8,b,1,1,0,Transit,2010,Space,CoRoT,6.21229,6.39,69.92,1.6,,870,K1 V,5080,0.77,0.88,-0.4,4.58,3,2.7,-7.104142,38.21296,322.037,0.0,0.0,Hot,Jovian
CoRoT-9 b,CoRoT-9,b,2,1,0,Transit,2009,Space,CoRoT,95.272656,11.949,266.9772,0.86,,420,G3 V,5625,0.96,0.96,-0.08,4.54,6,1.51,4.662142,37.52343,412.98,0.0,0.0,Hot,Jovian
CoRoTID 223977153 b,CoRoTID 223977153,b,1,1,0,Transit,2017,Space,CoRoT,6.71837,6.389,47.6745,1.1,132.26,938,G0 VI,5970,0.79,1.08,-0.155,4.67,,,1.86374,203.4824,576.683,0.0,0.0,Hot,Jovian
DE CVn b,DE CVn,b,2,1,0,Eclipse Timing Variations,2018,Ground,Multiple Facilities,4098.1,12.4,3823.2733,11,,,,,,0.51,,,,,70.27699,104.2862,30.5225,0.0,0.0,,Jovian
DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,b,1,1,0,Astrometry,2013,Ground,Paranal Observatory,246.36,11.9,9057.77,29.5,,,L1.5,,,0.07,,,1,,-6.826685,265.6164,,0.0,0.0,,Jovian
DH Tau b,DH Tau,b,1,1,0,Imaging,2004,Ground,Subaru Telescope,,30.264,3496,0.693,,2200,M0.5,4371,0.27,0.33,-0.212,4,0.001,0.37705,-14.93884,171.8995,134.846,0.0,0.0,,Jovian
DMPP-1 b,DMPP-1,b,1,4,0,Radial Velocity,2019,Ground,La Silla Observatory,18.57,5.29,24.27,0.901,,877,F8 V,6196,1.26,1.21,0.324,4.41,2.01,,-19.05298,215.3585,62.5388,0.0,,,
DMPP-1 c,DMPP-1,c,1,4,0,Radial Velocity,2019,Ground,La Silla Observatory,6.584,3.06,9.6,1.84,,1239,F8 V,6196,1.26,1.21,0.324,4.41,2.01,,-19.05298,215.3585,62.5388,0.0,,,
DMPP-1 d,DMPP-1,d,1,4,0,Radial Velocity,2019,Ground,La Silla Observatory,2.882,1.65,3.35,4.1,,1632,F8 V,6196,1.26,1.21,0.324,4.41,2.01,,-19.05298,215.3585,62.5388,0.0,,,
DMPP-1 e,DMPP-1,e,1,4,0,Radial Velocity,2019,Ground,La Silla Observatory,5.516,1.86,4.13,3.53,,1314,F8 V,6196,1.26,1.21,0.324,4.41,2.01,,-19.05298,215.3585,62.5388,0.0,,,
DMPP-2 b,DMPP-2,b,1,1,0,Radial Velocity,2019,Ground,Multiple Facilities,5.2072,14.3,138.89171,0.261,,1000,F5 V,6500,1.78,1.44,0.104,4.1,2,,-75.53408,246.9225,137.94,0.0,,,
DMPP-3 A b,DMPP-3 A,b,2,1,0,Radial Velocity,2019,Ground,La Silla Observatory,6.6732,1.41,2.58,5.06,,854,K0 V,5138,0.91,0.87,-0.283,4.3,10.9,,-29.1444896,283.2096919,,0.0,,,
DP Leo b,DP Leo,b,2,1,0,Eclipse Timing Variations,2009,Ground,Yunnan Astronomical Observatory,10220,12.7,1995.88832,5.35,,,,,,0.69,,,,,66.45645,230.8965,305.684,0.0,0.0,Cold,Jovian
DS Tuc A b,DS Tuc A,b,2,1,0,Transit,2019,Space,Transiting Exoplanet Survey Satellite (TESS),8.138268,5.7,413.179,,54.77,850,G6 V,5428,0.96,1.01,-0.14,4.6,0.045,2.4,-46.63369,312.1021,44.0622,0.0,0.0,Hot,Neptunian
EPIC 201238110 b,EPIC 201238110,b,1,1,0,Transit,2019,Space,K2,28.1656,1.87,4.16,3.5,,,,,0.37,0.41,,,,,56.94671,278.3186,159.259,0.0,0.0,,Superterran
EPIC 201497682 b,EPIC 201497682,b,1,1,0,Transit,2019,Space,K2,2.13174,0.692,0.26,4.31,,,,,0.55,0.78,,,,,54.824,258.1937,253.026,0.0,0.0,,Subterran
EPIC 201615463 c,K2-166,c,1,2,0,Transit,2019,Space,K2,3.80464,1.22,1.98,5.99,,,,,,1.07,,,,,64.09021,285.1586,476.882,0.0,0.0,,Terran
EPIC 201754305 d,K2-16,d,1,3,0,Transit,2019,Space,K2,2.71578,1.03,1.08,5.43,,,,,,0.67,-0.702,,,,61.77707,262.9119,334.967,0.0,0.0,,Terran
EPIC 201833600 c,K2-50,c,1,2,0,Transit,2019,Space,K2,3.96151,1,0.972,5.34,,,,,0.63,0.61,-1.03,,,,59.32253,252.2711,257.443,0.0,0.0,,Terran
EPIC 201841433 b,EPIC 201841433,b,1,1,0,Transit,2019,Space,K2,4.16959,1.1,1.37,5.66,,,,,0.63,0.8,,,,,63.11982,261.1059,436.488,0.0,0.0,,Terran
EPIC 205950854 c,K2-168,c,1,2,0,Transit,2019,Space,K2,8.050722,1.31,2.27,5.55,,961,,5502.7,0.83,0.88,-0.244,,,,-51.71317,40.91085,243.935,0.0,0.0,Hot,Terran
EPIC 206024342 b,EPIC 206024342,b,1,1,0,Transit,2019,Space,K2,4.50756,1.7,3.53,3.95,,,,,0.82,0.93,,,,,-49.18712,42.94389,369.888,0.0,0.0,,Superterran
EPIC 206032309 b,EPIC 206032309,b,1,1,0,Transit,2019,Space,K2,2.87814,1.01,1.01,5.39,,,,,,0.22,,,,,-57.69609,50.70299,161.365,0.0,0.0,,Terran
EPIC 206042996 b,EPIC 206042996,b,1,1,0,Transit,2019,Space,K2,5.29711,1.62,3.26,4.21,,,,,0.67,0.56,,,,,-54.37582,48.06543,451.769,0.0,0.0,,Superterran
EPIC 206215704 b,EPIC 206215704,b,1,1,0,Transit,2019,Space,K2,2.25372,0.9,0.666,5.02,,,,,0.37,0.41,,,,,-50.2849,51.97482,109.888,0.0,0.0,,Terran
EPIC 206317286 b,EPIC 206317286,b,1,1,0,Transit,2019,Space,K2,1.58252,0.96,0.84,5.22,,,,,0.67,0.71,,,,,-51.54455,56.17007,314.35,0.0,0.0,,Terran
EPIC 211822797 b,EPIC 211822797,b,1,1,0,Transit,2016,Space,K2,21.169861,1.98,4.58,3.24,3.5,,,4148.21,0.57,0.66,-1.153,4.65,0.79,3.87972,32.03755,208.283,186.197,0.0,0.0,Hot,Superterran
EPIC 211945201 b,EPIC 211945201,b,1,1,0,Transit,2018,Space,K2,19.49221,5.76,27,0.65,,817,G0,6069,1.39,1.17,0.373,4.22,3.99,2.253,38.12763,208.7818,181.69,0.0,0.0,Hot,Neptunian
EPIC 212297394 b,EPIC 212297394,b,1,1,0,Transit,2019,Space,K2,2.28943,1.323,2.31,5.48,,,,,0.75,0.83,,,,,43.1473,321.8193,418.395,0.0,0.0,,Terran
EPIC 212424622 b,EPIC 212424622,b,1,1,0,Transit,2019,Space,K2,18.0983,2.17,5.35,2.88,,,,,1.22,1.11,,,,,47.50558,316.5826,611.804,0.0,0.0,,Superterran
EPIC 212499991 b,EPIC 212499991,b,1,1,0,Transit,2019,Space,K2,34.885,1.6,3.19,4.28,,,,,,0.91,,,,,49.05582,317.3487,283.29,0.0,0.0,,Superterran
EPIC 212587672 b,EPIC 212587672,b,1,1,0,Transit,2019,Space,K2,15.2841,1.12,1.46,5.71,,,,,0.98,0.95,,,,,50.09512,322.4171,320.07,0.0,0.0,,Terran
EPIC 212737443 b,EPIC 212737443,b,1,2,0,Transit,2019,Space,K2,13.603,2.586,7.2,2.29,,536,K3,4684,0.67,0.69,-0.706,4.62,,3.19,53.83832,322.2711,336.25,0.0,0.0,Hot,Neptunian
EPIC 212737443 c,EPIC 212737443,c,1,2,0,Transit,2019,Space,K2,65.55,2.69,7.7,2.17,,316,K3,4684,0.67,0.69,-0.706,4.62,,3.19,53.83832,322.2711,336.25,0.0,0.0,Hot,Neptunian
EPIC 220554210 c,K2-282,c,1,2,0,Transit,2019,Space,K2,0.70531,1.48,2.79,4.73,,,,,1.01,0.94,-0.13,,,,-54.87205,123.9173,496.289,0.0,0.0,,Terran
EPIC 220674823 b,EPIC 220674823,b,1,2,0,Transit,2016,Space,K2,0.571331,1.82,7.72,8.5,4293,2119,G5 V,5617,0.98,0.97,-0.119,4.45,5,1.35,-52.07645,123.284,244.59,0.0,0.0,Hot,Superterran
EPIC 220674823 c,EPIC 220674823,c,1,2,0,Transit,2016,Space,K2,13.339079,2.73,5.8,2,64,741,G5 V,5617,0.98,0.97,-0.119,4.45,5,,-52.07645,123.284,244.59,0.0,0.0,Hot,Neptunian
EPIC 246851721 b,EPIC 246851721,b,2,1,0,Transit,2018,Space,K2,6.180235,11.781,953.49,3.1,642,1401,F5 V,6202,1.59,1.32,0.526,4.16,3.02,0.465,-12.64086,186.9753,372.632,0.0,0.0,Hot,Jovian
EPIC 248847494 b,EPIC 248847494,b,1,1,0,Transit,2018,Space,K2,3650,12.442,4131.79,,0.19,183,,4898,2.7,0.9,0.578,3.52,,0.064,55.10292,232.2887,551.886,0.0,0.0,Cold,Jovian
EPIC 249893012 b,EPIC 249893012,b,1,3,0,Transit,2020,Space,K2,3.5951,1.95,8.75,6.39,1037,1616,G8 IV/V,5430,1.71,1.05,0.36,3.99,9,0.298,34.30831,345.1105,321.296,0.0,,,
EPIC 249893012 c,EPIC 249893012,c,1,3,0,Transit,2020,Space,K2,15.624,3.67,14.67,1.62,160,990,G8 IV/V,5430,1.71,1.05,0.36,3.99,9,0.298,34.30831,345.1105,321.296,0.0,,,
EPIC 249893012 d,EPIC 249893012,d,1,3,0,Transit,2020,Space,K2,35.747,3.94,10.18,0.91,53,752,G8 IV/V,5430,1.71,1.05,0.36,3.99,9,0.298,34.30831,345.1105,321.296,0.0,,,
FU Tau b,FU Tau,b,1,1,0,Imaging,2008,Space,Spitzer Space Telescope,,12.2,5085.28,15.4,,2375,M7.25,2838,,0.05,-0.699,,0.001,,-16.9613,172.1141,,0.0,0.0,,Jovian
G 9-40 b,G 9-40,b,1,1,0,Transit,2019,Space,K2,5.746007,2.025,4.76,3.15,7.2,456,M2.5 V,3348,0.31,0.29,-1.971,4.93,9.9,14.11,37.03536,206.0632,27.9276,0.0,,,
GJ 1061 b,GJ 1061,b,1,3,0,Radial Velocity,2020,Ground,La Silla Observatory,3.204,1.1,1.37,5.66,3.8,,M5.5 V,2953,0.16,0.12,-2.77,,7,,-52.90489,251.8698,3.67278,0.0,0.0,Hot,Terran
GJ 1061 c,GJ 1061,c,1,3,0,Radial Velocity,2020,Ground,La Silla Observatory,6.689,1.18,1.74,5.82,1.4,,M5.5 V,2953,0.16,0.12,-2.77,,7,,-52.90489,251.8698,3.67278,1.0,1.0,Warm,Terran
